dup_level,library_size,mt_content,sequencing_depth,mapping_rate,frac_open,frip,uniq_nuc_frags,plate,batch,stage,time_point,cell_type
zf_3.0hpf_plate4_138,0.761985,112116,0.098069,826376,74.94,12.9135,50.3037,110019,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_169,0.772078,82585,0.119201,621826,76.14,11.109,53.4642,81278,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_076,0.75134,30060,1.077645,217527,75.62,4.6063,56.765,29099,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_066,0.753333,60657,0.178436,410242,76.14,7.3821,47.1728,59299,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_322,0.76348,11966,26.845238,73734,81.63,1.3933,38.6097,8603,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_043,0.674058,21275,1.304609,109248,74.87,2.8748,49.9425,19745,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_100,0.76175,24007,3.133879,164756,77.4,3.4636,51.4185,22842,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_326,0.778022,19373,0.653663,142380,76.93,2.5355,45.9421,18998,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_277,0.779042,82598,0.102997,627290,76.18,10.0493,49.7597,81472,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_335,0.774974,15473,2.700046,113052,75,1.9513,44.1608,14847,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_022,0.752853,70595,0.198186,466639,76.16,8.306,46.5723,68990,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_191,0.770474,21955,1.766719,165655,75.95,3.1662,51.8338,21240,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_056,0.753492,3369,1.969697,24793,74.37,0.5845,56.9242,3235,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_172,0.798836,66532,0.234884,563012,76.4,8.8621,51.2343,65835,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_158,0.742259,21709,0.18424,147416,73.91,3.3576,55.6217,21129,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_223,0.776331,65998,0.569787,501699,75.6,8.6837,51.9735,64741,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_324,0.758771,131255,0.053574,917795,77.09,15.3618,52.9827,128724,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_091,0.763452,7867,4.228631,53872,77.6,1.1394,47.543,7406,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_204,0.748159,7489,4.521858,49436,75.12,1.1195,48.8456,6989,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_186,0.764932,32907,0.577981,233484,76.11,4.5236,49.4962,32167,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_381,0.721992,28565,0.550685,173374,74.9,3.8168,49.7391,27450,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_284,0.761472,28200,5.582034,200230,76.25,4.0454,51.7818,26150,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_281,0.02926,21961,0.70922,2135,72.6,0.1821,51.3298,1120,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_178,0.788914,45822,0.811359,366370,76.84,6.1857,50.1202,44988,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_212,0.779022,12507,1.62753,100120,76.81,2.0621,57.753,12149,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_004,0.754787,7829,0.378047,61305,72.27,1.3804,60.2725,7642,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_294,0.745676,17917,1.331505,128912,73.97,2.934,58.5976,17266,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_088,0.778066,88427,0.136337,678035,76.1,10.235,49.6202,87165,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_347,0.789536,68680,0.105899,550648,76.3,8.3863,48.8961,67917,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_159,0.778278,56708,0.075025,431597,76.84,7.3855,50.5082,55939,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_302,0.638866,35820,0.103646,158859,75.8,4.8409,53.7023,32770,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_042,0.7828,15755,14.420606,124067,79.33,1.819,42.8314,13323,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_328,0.761894,34435,1.286107,244026,75.86,4.7075,49.5417,33388,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_303,0.751915,43926,0.283721,301503,76.18,5.5151,47.4035,42878,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_143,0.777629,103254,0.448378,794391,76.77,12.0966,49.4373,101466,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_226,0.769683,38643,0.683276,277676,76.3,5.3195,49.7648,37792,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_140,0.771859,22256,0.989377,163884,75.75,2.9838,48.117,21716,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_078,0.74959,89964,0.175032,609501,75.28,11.0275,50.0699,87830,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_003,0.560298,4588,10.11813,15155,75.5,0.5918,49.9743,3500,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_264,0.757251,49891,0.218657,339448,76.8,6.7759,51.7809,48828,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_139,0.766332,40837,1.329185,311721,73.86,5.3977,50.9396,39641,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_059,0.759716,71175,0.595468,512644,75.29,9.4551,51.8687,69445,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_126,0.777264,77232,0.153505,587228,75.73,9.3793,50.4795,76102,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_285,0.799388,12889,1.173342,110650,75.8,1.9148,50.8917,12634,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_310,0.787744,65439,0.148251,515962,76.29,8.1865,49.6186,64659,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_370,0.68116,47287,0.322299,239172,76.79,5.715,49.709,44535,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_198,0.730894,9774,6.83112,59325,76.78,1.3933,48.1288,8838,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_371,0.74192,86802,0.289437,572131,75.7,10.907,52.8808,84402,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_155,0.761831,40203,0.714141,288249,75.69,5.1655,49.4998,39206,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_308,0.753789,47346,0.403182,321026,76.45,5.8418,47.5346,46194,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_360,0.746438,7891,2.673242,51231,75.72,1.105,48.7672,7500,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_321,0.780701,24910,0.231698,196979,75.21,3.5943,52.2621,24544,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_232,0.775023,66729,1.05767,517020,75.72,8.8646,52.572,65109,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_206,0.627793,3005,1.537335,14135,71.01,0.4855,57.9795,2690,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_153,0.77807,110966,0.162518,836546,77.19,12.4957,48.7505,109348,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_168,0.728072,15053,0.938806,96553,75.17,2.4238,56.0406,14456,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_259,0.772551,26615,2.893744,188606,77.73,3.4575,46.8908,25470,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_319,0.745786,8402,1.706277,53791,75.49,1.2113,48.3547,8065,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_211,0.749521,8026,1.210499,52517,76.86,1.2288,50.4587,7753,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_180,0.780205,55076,0.78869,418345,76.03,6.8127,47.9979,53965,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_105,0.766906,36590,0.786133,265399,75.62,5.0323,50.1778,35716,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_300,0.762694,37752,0.099749,271192,76.52,4.84,48.0549,37056,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_329,0.777579,88071,0.190998,685336,76.64,10.7859,53.3252,86746,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_247,0.775289,41634,0.918101,314455,75.34,5.3756,49.4691,40686,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_235,0.76208,26606,0.512722,198885,74.03,4.1178,55.7184,26001,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_035,0.736678,7378,2.089136,46801,76.27,1.1292,52.2772,7030,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_045,0.782669,117543,0.188528,917296,76.35,13.8401,52.7702,115944,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_231,0.7596,45824,6.436194,315725,76.33,5.7476,48.2036,42085,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_309,0.766482,14584,5.617116,106903,77.53,2.3667,56.8507,13543,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_024,0.735272,9453,0.859256,64975,73.89,1.5041,55.9658,9115,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_353,0.696879,6936,0.922147,37836,75.4,0.9882,50.0378,6554,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_213,0.763054,19207,0.291422,138354,74.86,2.7468,50.1907,18818,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_097,0.644903,2411,1.216764,11546,74.34,0.4085,58.6751,2192,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_336,0.689785,17850,3.254525,93497,75.95,2.3341,45.6046,16409,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_313,0.761462,51562,0.847023,372003,76.87,7.0799,52.7889,50219,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_330,0.764023,64364,0.238641,446691,76.6,7.7197,47.5978,63124,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_295,0.767718,83280,0.403915,621718,75.28,10.8666,53.0721,81617,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_065,0.74867,10968,1.407925,70578,77.26,1.6663,50.3636,10574,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_207,0.756236,60777,0.177873,417691,75.42,7.182,47.7606,59487,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_086,0.748945,10216,1.771772,73072,73.82,1.4924,50.1301,9813,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_099,0.792137,116386,0.119707,954233,76.26,13.9431,52.2896,115143,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_291,0.762009,164421,0.134964,1162451,75.83,18.3314,49.5431,161307,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_104,0.763848,38325,3.78806,279433,75.47,5.0348,49.1943,36244,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_016,0.751595,17579,2.144601,118677,74.93,2.5141,50.401,16837,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_090,0.731707,12662,0.691394,78574,77.51,1.8414,50.5979,12209,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_383,0.441809,15824,2.434706,36667,73.33,1.7457,54.4356,11020,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_101,0.74354,15277,0.268312,107049,74.93,2.5681,58.6631,14868,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_325,0.753506,17028,23.430661,105707,78.99,1.9048,38.7343,12771,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_017,0.768031,44723,0.524821,325351,75.64,6.1829,51.1064,43784,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_292,0.763282,29215,0.341333,221797,73.62,4.1405,55.4039,28613,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_187,0.757268,32405,0.657564,219288,76.44,4.1559,46.5517,31575,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_071,0.718462,3891,0.532481,22769,75.94,0.6056,51.4776,3736,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_199,0.76474,44878,0.274252,327460,75.38,6.1841,51.1344,43999,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_012,0.769211,14437,1.224059,104647,75.61,2.1252,50.1724,14041,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_075,0.780676,41905,0.546026,324698,75.19,5.2023,46.7383,41164,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_185,0.760831,14565,0.349553,108119,75.04,2.3667,56.7988,14254,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_357,0.776401,63804,1.86362,496628,76.58,8.8815,55.6028,61769,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_382,0.715967,80507,0.434284,469285,76.29,9.3793,48.681,77262,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_183,0.768766,76140,0.402946,554777,76.36,9.9702,51.6024,74646,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_331,0.768044,127451,0.154648,947456,75.51,14.9826,51.5106,125252,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_058,0.783193,107318,0.058449,839245,77.04,12.6346,52.4963,106013,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_089,0.761486,13842,0.419241,96421,77.92,1.9477,48.9372,13539,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_311,0.780894,51956,0.481341,396696,76.3,6.3873,47.0428,51068,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_060,0.781465,55790,0.225005,429878,76.06,6.8888,47.7944,54986,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_167,0.77825,6870,14.056047,45962,80.56,0.8888,41.8068,5827,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_037,0.776665,40539,0.785079,304603,76.05,5.1606,47.8948,39682,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_082,0.773615,24977,1.924873,188348,76.41,3.7945,53.931,24151,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_177,0.787261,65624,0.286454,514682,76.86,8.2514,49.8783,64746,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_225,0.77965,85552,0.094692,647622,77.5,10.9867,52.6088,84404,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_307,0.742384,13085,0.125382,81175,77.25,1.6947,46.6774,12745,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_354,0.68816,93149,0.136841,491962,76,11.3351,52.2573,88303,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_258,0.746805,5414,1.247637,34286,78.24,0.8067,48.6957,5224,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_374,0.715654,4012,1.917098,26433,73.36,0.7638,64.8964,3786,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_019,0.784657,87115,0.365769,687026,76.33,10.3708,50.6085,85805,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_364,0.777882,51566,0.797799,405305,74.69,6.9136,51.8285,50484,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_197,0.791116,43836,0.354773,362804,75.93,6.2786,55.2179,43254,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_170,0.774729,20139,0.453149,153728,74.5,2.8779,51.3544,19771,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_334,0.744588,9813,13.130153,62408,77.49,1.3949,47.2863,8323,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_027,0.763538,22541,1.142109,163723,76.52,3.5246,55.6654,21899,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_115,0.771762,74993,2.333009,568969,75.75,9.6492,51.5359,72172,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_111,0.786339,112592,0.170616,898500,75.85,12.8945,50.5505,111171,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_054,0.784428,40019,0.389184,303907,75.71,4.6918,46.86,39416,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_046,0.789025,120980,0.06682,985286,76.93,14.5687,54.2982,119645,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_121,0.723257,6716,0.554187,40823,76.78,0.9562,49.2996,6460,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_041,0.742335,11021,1.153703,73982,73.95,1.6539,51.8422,10624,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_348,0.788511,82061,0.379226,662755,75.51,9.4711,48.2018,80910,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_117,0.772877,33495,0.490716,243596,77.57,4.3914,47.7251,32851,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_221,0.747179,8760,2.803738,58986,77.04,1.3604,52.1554,8320,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_279,0.771611,65821,0.445685,481317,76.48,8.2976,49.0107,64555,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_062,0.763974,52881,0.132736,381388,76.74,6.9969,51.2966,51914,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_175,0.697568,13862,2.660821,82482,72.4,2.1472,52.6041,12877,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_119,0.732453,7449,1.686247,47145,75.53,1.1557,51.8383,7113,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_378,0.652899,44796,2.135969,202904,76.31,5.4257,48.8054,40594,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
zf_3.0hpf_plate4_316,0.773011,16727,5.889846,129722,73.08,2.4093,51.1646,15515,zf_3.0hpf_plate4,zf_3.0hpf_batch1,atac_1k,zf_3.0hpf,DEL_3.0hpf
